sentence,label,class
chicken know never best love allah,neither,0
know food never best love allah,neither,0
hello bro maybe,neither,0
oh boyfriend,neither,0
boyfriend lets go,neither,0
chand,neither,0
,neither,0
chand shouted,neither,0
shouted,neither,0
chand,neither,0
think sir,neither,0
think,neither,0
okay think sir,neither,0
know place,neither,0
know place palm,neither,0
know place,neither,0
know place palm,neither,0
know place pal,neither,0
google gallery,neither,0
google gallery open,neither,0
google delivery,neither,0
delivery delivery,neither,0
okay china,neither,0
ok china,neither,0
ok okay china,neither,0
okay china,neither,0
car,neither,0
x,neither,0
caring people,neither,0
getting,neither,0
take,neither,0
take,neither,0
dont tell plus getting,neither,0
money,neither,0
monitor,neither,0
okay went okay want wait,neither,0
okay went okay want wait right,neither,0
okay went okay want wait right,neither,0
okay want wait,neither,0
okay want wait right,neither,0
tomorrow share,neither,0
tomorrow want,neither,0
operated home,neither,0
place,neither,0
place,neither,0
place,neither,0
god,neither,0
talking tom,neither,0
mr,neither,0
mr talking tom,neither,0
thakur nice nice,neither,0
ali ali,neither,0
ali ali ali,neither,0
superman life,neither,0
laughing,neither,0
boys,neither,0
boys crossed,neither,0
boys crossed,neither,0
aisa kaun hai,neither,0
aisa kaun hai,neither,0
aisa kaun,neither,0
aisa kaun hail right,neither,0
hello hello puppy,neither,0
hello good morning,neither,0
hello hello puppies,neither,0
free,neither,0
free box,neither,0
free,neither,0
bring,neither,0
free works,neither,0
lost game,neither,0
lost game,neither,0
dont know take evansteady anytime cd,neither,0
dont know take evansteady anytime cd sameer,neither,0
dont know take evansteady time cd,neither,0
dont know take evanstead anytime cd,neither,0
dont know take evansteady anytime cd,neither,0
bol bam,neither,0
bol bahan,neither,0
,neither,0
,neither,0
understand,neither,0
understand,neither,0
4,neither,0
44,neither,0
know 4,neither,0
elect best,neither,0
sos,neither,0
sos,neither,0
sos,neither,0
money,neither,0
dude yes,neither,0
gain big big dude,neither,0
dude big big dude,neither,0
gain big big dude yes,neither,0
call oh god,neither,0
aaj fir,neither,0
aaj phir,neither,0
mumbai aaj fir,neither,0
mumbai aaj,neither,0
anna,neither,0
,neither,0
hear,neither,0
thank,neither,0
swag thank,neither,0
bath thank,neither,0
yeah saying,neither,0
yeah usually,neither,0
yeah usual,neither,0
abhi abhi,neither,0
oh shipra,neither,0
wish bro,neither,0
oh bro,neither,0
oh shipra okay,neither,0
go,neither,0
go,neither,0
yes,neither,0
go,neither,0
know everything,neither,0
know life everything,neither,0
like green,neither,0
like green know,neither,0
like like green,neither,0
like green,neither,0
like green,neither,0
even car sound,neither,0
okay call sound,neither,0
okay sound,neither,0
okay car sound,neither,0
even single sound,neither,0
oh apk,neither,0
start,neither,0
start,neither,0
yes bro,neither,0
yes,neither,0
ok,neither,0
oh cafe,neither,0
cafe,neither,0
oh calories,neither,0
oh ho,neither,0
dead,neither,0
,neither,0
oh hate dead,neither,0
oh hate,neither,0
thought dead,neither,0
riya sen,neither,0
riyaz shayar,neither,0
get food,neither,0
group bugs bunny,neither,0
groups bunny,neither,0
group,neither,0
bahut smart hai,neither,0
bahut smart,neither,0
offer offer,neither,0
offer offer get,neither,0
offer offer,neither,0
like,neither,0
kya hal hai,neither,0
kya hal,neither,0
kya haal hai,neither,0
know,neither,0
,neither,0
power,neither,0
power money,neither,0
,neither,0
,neither,0
past man,neither,0
easy,neither,0
latest easy,neither,0
say,neither,0
nice love,neither,0
nice love,neither,0
tower nice love,neither,0
hi friends,neither,0
hand friends,neither,0
hi friends im call away,neither,0
hand friends im call away,neither,0
friends,neither,0
avoid,neither,0
im something,neither,0
something,neither,0
im something,neither,0
,neither,0
bank bills,neither,0
bank bills,neither,0
bank bill,neither,0
bank best,neither,0
anything else,neither,0
hello inside,neither,0
say,neither,0
,neither,0
say,neither,0
,neither,0
heavy,neither,0
heavy,neither,0
heavy sour,neither,0
dont know dont know boxes america,neither,0
dont know dont know boxes america,neither,0
dont know dont know boxes america dont know,neither,0
dont know dont know boxes america,neither,0
dont know dont know boxes america know,neither,0
umesh yadav,neither,0
graph whole,neither,0
whole,neither,0
backward madam,neither,0
backward madam,neither,0
backward madam,neither,0
want password madam,neither,0
yes back,neither,0
would,neither,0
robin would,neither,0
would lie,neither,0
amy draping would,neither,0
robin would lie,neither,0
pulusu next play team,neither,0
pulusu next play team box,neither,0
pulusu one next play team,neither,0
pull saw ask one next play team,neither,0
pull saw ask ones next play team,neither,0
open games,neither,0
time time,neither,0
time time,neither,0
time time disturb,neither,0
mera lala good morning good morning,neither,0
mera lala good morning good morning time,neither,0
mera lala good morning,neither,0
mera lal good morning good morning,neither,0
gaming okay,neither,0
gaming ok,neither,0
shutdown problems options,neither,0
shutdown options,neither,0
shutdown problems options,neither,0
shutdown options,neither,0
demand shutdown problems options,neither,0
sure,neither,0
sure,neither,0
sure also,neither,0
cash,neither,0
send gaming laptop,neither,0
send gaming laptop,neither,0
send gaming,neither,0
send laptop,neither,0
send,neither,0
requiredd,neither,0
required,neither,0
requiredd,neither,0
required,neither,0
requiredd shortest,neither,0
driver settings,neither,0
driver setting,neither,0
ha ha aashiqui,neither,0
hahaha aashiqui,neither,0
voice,neither,0
voice,neither,0
hindustan baby,neither,0
guys phone baby,neither,0
become baby,neither,0
vibhag become baby,neither,0
know movies,neither,0
know movies,neither,0
know know movies,neither,0
know know movies,neither,0
jaan,neither,0
coffee jaan,neither,0
,neither,0
coffee,neither,0
came,neither,0
game,neither,0
came,neither,0
second anything,neither,0
second anything,neither,0
second anything,neither,0
second anything,neither,0
exactly,neither,0
oh wow,neither,0
oh wow exactly,neither,0
like time,neither,0
time,neither,0
sir like time,neither,0
working,neither,0
working said,neither,0
hearing said,neither,0
see im reading,neither,0
see im writing,neither,0
see writing,neither,0
see wedding,neither,0
mastram dada,neither,0
dada need assistant,neither,0
exactly,neither,0
exact,neither,0
pioneer 64,neither,0
pioneer 64,neither,0
main sath sath hamesha,neither,0
main sath sath,neither,0
main sath sath hamesha ke liye,neither,0
natasha much,neither,0
main sath sath ke liye,neither,0
text text,neither,0
drive home text,neither,0
drive text,neither,0
oh goodness bro,neither,0
oh goodness,neither,0
work oh god,neither,0
work oh goodness bro,neither,0
japan friend,neither,0
friend,neither,0
mms japan friend,neither,0
want profile im coming,neither,0
swami im coming,neither,0
want profile,neither,0
pizza pick,neither,0
pizza,neither,0
pizza,neither,0
pieces pick,neither,0
pizza pick,neither,0
brother,neither,0
want become plastic,neither,0
want eat,neither,0
want becoming,neither,0
phone dont know,neither,0
phone know,neither,0
eiffel tower,neither,0
,neither,0
,neither,0
,neither,0
,neither,0
japan want,neither,0
japan want stand,neither,0
want,neither,0
exactly back,neither,0
exactly bat,neither,0
exactly hi baby,neither,0
exactly back hi baby,neither,0
anand hey,neither,0
guys,neither,0
guest,neither,0
guys,neither,0
,neither,0
go back regular,neither,0
go back,neither,0
name dude,neither,0
name dudh ki dude,neither,0
name dudh ki,neither,0
dudh ki dude,neither,0
want everyone,neither,0
everyone,neither,0
want everyone,neither,0
everyone,neither,0
post inside like causes,neither,0
first inside like causes,neither,0
post inside like causes provision,neither,0
post inside causes,neither,0
first inside like causes provision,neither,0
reaction,neither,0
area,neither,0
norway 500,neither,0
name,neither,0
im hi,neither,0
im,neither,0
hi,neither,0
bani rahe nice,neither,0
nice,neither,0
lucky funny,neither,0
lucky funny know existence planet,neither,0
lucky funny exist planet,neither,0
know existence planet,neither,0
beautiful 10 minutes,neither,0
beautiful minutes,neither,0
beautiful,neither,0
beautiful,neither,0
beautiful 10 minutes,neither,0
point,neither,0
guessing point,neither,0
guess point,neither,0
social,neither,0
social around,neither,0
wake,neither,0
wake morning,neither,0
star music,neither,0
question,neither,0
person hear,neither,0
night,neither,0
come front zombie,neither,0
strawberry balance,neither,0
straight forward balance,neither,0
strawberry watch balance,neither,0
boat boat today,neither,0
boat boats today,neither,0
boat boat,neither,0
today,neither,0
need,neither,0
need know,neither,0
cheese take,neither,0
cheese open,neither,0
cheese take butter cash,neither,0
cheese open,neither,0
means,neither,0
open,neither,0
,neither,0
,neither,0
ghar mein,neither,0
purvakshi equity,neither,0
purvakshi equator,neither,0
okay joining,neither,0
okay okay joining,neither,0
trying many electrical tomorrow,neither,0
try many electrical tomorrow,neither,0
trying many electrical tomorrow,neither,0
trying many electric tomorrow,neither,0
try many electrical tomorrow,neither,0
war bring radius,neither,0
war bring radius made,neither,0
war bring various week,neither,0
war bring radius made million,neither,0
war bring various,neither,0
way saw bit hags take almost dead back apartment kerosene thyroid drag second elevator make multiple runs gas station pressure tags night people,neither,0
way saw bit hags take almost deads back apartment kerosene thyroid drag second elevator make multiple runs gas station pressure tags night people,neither,0
way saw bit hags take almost dead back apartment kerosene thyroid drag second elevator make multiple runs gas station pressure tag care people,neither,0
way saw bit hags take almost dead back apartment kerosene thyroid drag second elevator make multiple runs gas station pressure tags night,neither,0
way saw bit hags take almost deads back apartment kerosene thyroid drag second elevator make multiple runs gas station pressure tags night,neither,0
doggy husband,neither,0
brother,neither,0
saying oh yeah,neither,0
saying oh yeah,neither,0
saying,neither,0
saying,neither,0
saying,neither,0
university university,neither,0
back know,neither,0
yeah thats good,neither,0
thats good,neither,0
yeah thats good one,neither,0
yeah thats good call,neither,0
yeah thats good yeah,neither,0
also price,neither,0
also,neither,0
much riding segment drastic app,neither,0
much riding segment drastic app,neither,0
much writing segment drastic app,neither,0
much riding segment drastic app good,neither,0
much riding segment rustic gap,neither,0
breath got hands want look cat,neither,0
breath got hands want look,neither,0
breath got hands want look better cat,neither,0
breath got hands want look better,neither,0
breath got hands want look cat,neither,0
display cab,neither,0
evening get station,neither,0
mean like evening,neither,0
know,neither,0
know coming,neither,0
know getting,neither,0
yes thinking,neither,0
best thinking,neither,0
thinking,neither,0
got,neither,0
got,neither,0
dont need got,neither,0
dont need got,neither,0
dont got,neither,0
women job,neither,0
say,neither,0
,neither,0
,neither,0
champion,neither,0
champion toffee,neither,0
champion toffee,neither,0
american mario,neither,0
marry wall,neither,0
yeah right,neither,0
yeah thats right,neither,0
yeah need,neither,0
yeah right,neither,0
dont give feel like leader boss without waiting,neither,0
dont give feel like leader boss without gets waiting,neither,0
dont feel like leader boss without waiting,neither,0
dont give feel like leader boss without waiting,neither,0
dont give feel like leader boss without get waiting,neither,0
go thats person given,neither,0
given maybe,neither,0
thats person given,neither,0
playing without fired house,neither,0
playing without fired house,neither,0
playing without fired,neither,0
playing without fired,neither,0
playing without fired husband,neither,0
arrange next axis want break boss yeah circums 30% series,neither,0
arrange next axis want break boss yeah circums 30% series,neither,0
arrange next axis want break boss yeah circums 30% series,neither,0
arrange next axis want break boss yeah circums 30% series,neither,0
arrange next axis want break boss yeah circums 30% series,neither,0
long time use alchemistor,neither,0
long time used mystem,neither,0
long time used alchemistor,neither,0
long time use alchem,neither,0
long time used,neither,0
im saying simple,neither,0
im saying simple image,neither,0
om singh simple,neither,0
om singh simple image,neither,0
im saying simply discussing,neither,0
yes negative,neither,0
yes angreji,neither,0
backing second republic yes negative,neither,0
backing second republic yes angreji,neither,0
back going second republic yes negative,neither,0
dont know,neither,0
dont know dont know,neither,0
dont know,neither,0
sorry dont know,neither,0
hello baba people,neither,0
hello baba,neither,0
hello baba ring,neither,0
hello baba find send probably people,neither,0
hello baba find send probably,neither,0
thats ok,neither,0
thats okay,neither,0
thats ok possible,neither,0
rain die thats ok,neither,0
5 years 5 years,neither,0
5 years 5 years back,neither,0
5 years,neither,0
transfer,neither,0
,neither,0
need,neither,0
animation week,neither,0
animation work,neither,0
animation want study,neither,0
animation work offer,neither,0
one way ticket 18 reuse maybe honestly maybe one rewind whatsapp,neither,0
one way ticket 18 reuse may honestly maybe one rewind whatsapp,neither,0
one way ticket 18 reuse maybe honestly maybe want rewind whatsapp,neither,0
sorry thats fine,neither,0
mera sorry thats fine,neither,0
mera thats fine,neither,0
mera phone sorry thats fine,neither,0
think okay think think best caring screen,neither,0
think okay think think best caring storm,neither,0
think okay think think best thing probate carrying storm,neither,0
get one boss slap read people,neither,0
get one boss slap read,neither,0
get one boss slap read,neither,0
get one boss slap read one,neither,0
happening,neither,0
time going using red mixed 307 youtube,neither,0
time going using red mixed 30 youtube,neither,0
time going using red mixed 307,neither,0
time going using red mixed 30,neither,0
time going using red mixed 307 youtube,neither,0
aditya watch,neither,0
adjust,neither,0
aditya watching,neither,0
aditya watching people,neither,0
phone battery,neither,0
phone special battery,neither,0
phones special battery,neither,0
summary doesnt matter,neither,0
summary need,neither,0
meaning summary,neither,0
get informing charges get edge,neither,0
get informing charges get edge,neither,0
yeah something,neither,0
amazon right,neither,0
amazon said,neither,0
amazon said right,neither,0
amazon right,neither,0
raining get quest got,neither,0
raining way thing get quest got,neither,0
raining get quest get,neither,0
raining way thing get quest get,neither,0
kya kahate weather,neither,0
kya kahate hain weather,neither,0
kya kahate hain ki weather,neither,0
kya kahta hai ki weather,neither,0
need dungeons olx today need one showman need fine boys need end week 17th actually actually dont 17 turbo grey feel like need like retting mising zeros gary want 17 lover start getting concentrated primo focus 16,neither,0
need dungeons olx today need one showman need fine boys need end week 17th actually actually dont 17 turbo grey feel like need like maybe move retting mising zeros gary want 17 lover start getting concentrated primo focus 16,neither,0
need dungeons olx today need one sharman need fine boys need end week 17th actually actually dont 17 turbo grey feel like need like retting mising zeros gary want 17 lover start getting concentrated primo focus 16,neither,0
need dungeons olx today need one sharman need fine boys need end week 17th actually actually dont 17 turbo grey feel like need like maybe move retting mising zeros gary want 17 lover start getting concentrated primo focus 16,neither,0
need dungeons olx today need one showman need fine boys need end week 17th actually actually dont 17 turbo grey feel like good need like retting mising zeros gary want 17 lover start getting concentrated primo focus 16,neither,0
ago dragon,neither,0
ago dragons flying,neither,0
dragon,neither,0
dragons flying,neither,0
ago dragon,neither,0
guys needle made made thing service completed,neither,0
guys needle made made thing service completed need week,neither,0
guys needle made made thing service completed,neither,0
guys needle made made thing service,neither,0
guys needle made made thing service completed need week,neither,0
refinery nothing,neither,0
refinery reply nothing,neither,0
refinery nothing,neither,0
nothing sure,neither,0
,neither,0
guy know,neither,0
guy know,neither,0
write think way know hasnt went expansion good know steve things yesterday number one like really,neither,0
write think way know hasnt went expansion good know steve thing yesterday number one like really,neither,0
write think way know hasnt went expansion good know steve things yesterday number one like really think get reply game,neither,0
write think way know hasnt went producer expansion good know steve things yesterday number one like really,neither,0
write think way know hasnt went expansion good know steve thing yesterday number one like really think get reply game,neither,0
round impossible games,neither,0
open schedule find anything many people signing like trying like actually,neither,0
open schedule find anything many people signing like trying like actually much,neither,0
open schedule find anything many people signing like trying like actually,neither,0
open schedule find anything many people signing like trying like actually much,neither,0
open schedule find anything many people signing like trying like actually think,neither,0
hip hop things peoples kept long drop anything beside people want girl like people didnt fight ever people zero id 5 words could actually get pt purpose order died absol jo computer experience,neither,0
hip hop things peoples kept long drop anything beside people want girl like people didnt fight ever people zero id 5 words could actually get pt purpose order died probably first experiential thats first time,neither,0
hip hop things peoples kept long drop anything beside people want girl like people didnt fight ever people zero id 5 words could actually get pt purpose order died probably first expansion thats first time,neither,0
hip hop things peoples kept long drop anything beside people want girl like people didnt fight ever people zero id 5 words could actually get pt purpose order died absol jo computer experience go,neither,0
remember actually horrible inconsistent running balls like order die keyboard,neither,0
actually horrible inconsistent running balls like order die keyboard,neither,0
actually horrible inconsistent running balls like order die keyboard,neither,0
remember actually horrible people inconsistent running balls like order die keyboard,neither,0
remember actually horrible inconsistent running balls like order die keyboard,neither,0
end even driver road absolute hardest reporters,neither,0
end even river road absolute hardest reporters,neither,0
end even driver road absolute hardest reporter,neither,0
end even driver road absolute hardest reporter times,neither,0
end even driver road absolute hardest reporters,neither,0
cross section new brainer next season happen cross cross rome another thing,neither,0
cross section new brainer next season happen cross cross rome another thing,neither,0
cross section new brainer next season happiness cross cross rome another thing,neither,0
think everything,neither,0
think,neither,0
care everything,neither,0
im going stambh dont immediate surrounding word getting aggressive,neither,0
im going stambh dont immediate surrounding word getting aggressive,neither,0
im going stambh dont immediate surrounding would forget views getting aggressive,neither,0
im going stambh dont immediate surrounding word getting aggressive,neither,0
im going stambh dont immediate surrounding word getting aggressive oh god,neither,0
things something,neither,0
things something,neither,0
things,neither,0
things,neither,0
things something,neither,0
trying hate kill buffet run forget need drive,neither,0
trying hate kill buffer run forget need drive,neither,0
trying hate kill buffet run forget need drive,neither,0
trying hate kill buffet run forget need drive dont understand,neither,0
trying hate kill buffer run forget need drive,neither,0
actually,neither,0
male actually,neither,0
thats pretty one want absolute working,neither,0
dogs sorry,neither,0
sorry,neither,0
dogs pick nice sorry,neither,0
pick nice sorry,neither,0
dogs search,neither,0
difficulty every keeper peerly dinner,neither,0
difficulty every keeper peerly,neither,0
difficulty every keeper peerly dinner,neither,0
difficulty every keeper corrode like get origin dinner,neither,0
difficulty every keeper corrode like get origin,neither,0
get item,neither,0
see get item,neither,0
get item wall,neither,0
see get item,neither,0
see get item wall,neither,0
basket taker beautiful,neither,0
basket tak beautiful,neither,0
basket takes overcome head,neither,0
basket taker beautiful head,neither,0
basket taker herd,neither,0
kyon yaar,neither,0
ya yaar,neither,0
yahoo yaar,neither,0
kyon yaar something bad,neither,0
dont worry dont worry doesnt know good actually,neither,0
dont worry dont worry doesnt know want actually,neither,0
dont worry doesnt know good actually,neither,0
yeah tell doesnt know good actually,neither,0
dont worry dont worry doesnt know actually,neither,0
champion better alone,neither,0
cpr game suspended work want see recording happens game get suspended replied another day privately game,neither,0
cpr game suspended work want see recording happens game get suspended replied another day privately game,neither,0
cpr game suspended work want see recording happens game get suspended replied another day privately game,neither,0
cpr game suspended work want see recording happens game get suspended replied another day privately game,neither,0
cpr game suspended work want see recording happens game get suspended replied another day privately game,neither,0
remix remix,neither,0
remix remix slim,neither,0
remix remix onekey,neither,0
remix remix onek,neither,0
remix remix completed,neither,0
ringscapes skip like 60%,neither,0
rings kepts skip like 60%,neither,0
ringscapes skip like 60% london,neither,0
rings kepts skip like 60% london,neither,0
rings kepts skip like 60% london,neither,0
speed,neither,0
speed sound,neither,0
speed sound every classes,neither,0
multiple choice falls like done really,neither,0
multiple choice falls like done really,neither,0
multiple fired choice falls like done really,neither,0
multiple fired choice falls like done really,neither,0
multiple destroyer choice falls like done really,neither,0
residing given know thats shares getting away remind walk share price get like venerated means,neither,0
residing given know thats share away remind walk share price get like venerated means,neither,0
residing given know thats share getting away remind walk share price get like venerated means,neither,0
residing given know thats shares getting away remind lock share price get like venerated means,neither,0
residing given know thats share away remind lock share price get like venerated means,neither,0
even could rolling need winning trading exactly happen personal four five people interested like regular riders,neither,0
even could rolling need winning trading exactly happen personal four five people interested like regular riders,neither,0
even could rolling need winning trading exactly happen personal four five people interested like regular riders,neither,0
even could rolling need winning trading exactly happen personal four five people interested like regular riders,neither,0
even could rolling need winning trading exactly happen personal four five people industrial like regular riders,neither,0
classes affects boss think properly fix race think need quick data think,neither,0
classes affects boss think properly fix race think need quick data think class change,neither,0
classes affects boss think properly fix race think need think,neither,0
classes affects boss think properly fix race think need think class change,neither,0
classes affects boss think properly fix race think need data think,neither,0
think like lot things make better ways sleeping guys want think sorting one something,neither,0
think like lot things make better ways sleeping guys want think sorting one something terrible,neither,0
think like lot things make better ways sleeping guys want think sorting one something,neither,0
think like lot things make better ways sleeping guys want think sorting one something terrible race,neither,0
think like lot things make better otherwise sleeping guys want think sorting one something terrible,neither,0
spinning much fine spots anywhere wont even applied tomorrow impossible,neither,0
spinning much fine spots anywhere wont even applied tomorrow,neither,0
spinning much fine spots anywhere want even applied tomorrow impossible,neither,0
spinning much fine sports want even applied tomorrow impossible,neither,0
spinning much fine spots anywhere want even applied tomorrow,neither,0
new information time,neither,0
new information time forget likely dont never change,neither,0
new information time likely change,neither,0
new information time like change,neither,0
new information time forget likely change,neither,0
would like open race open canvas general time frame mentioned like reason calories would anywhere,neither,0
would like open race open calories general time frame mentioned like reason calories would anywhere,neither,0
would like open race open canvas general time frame mentioned like reason calories would anywhere,neither,0
would like open race open calories general time frame mentioned like reason calories would anywhere,neither,0
would like open race open canvas general time frame mentioned like reason calories anywhere,neither,0
want want whose company,neither,0
want want whose company breaks box,neither,0
want want whose company breaks marks,neither,0
want want whose company breaks marks,neither,0
want want whose company,neither,0
aaj think working bag dont know 18 temple 16 season,neither,0
aaj think working bag dont know kind 18 temple 16 season,neither,0
aaj think working bag 18 temple 16 season,neither,0
aaj think working bag dont know 18 temple season,neither,0
aaj think working bag dont know kind 18 temple season,neither,0
warden map two bonuses probably one 10 change rotational actually mass state many times happened times ite happen good like popular,neither,0
warden map two bonuses probably one 10 change rotational actually mass state many times happened times ite happen good like popular,neither,0
warden map two bonuses probably one 10 change rotational actually mass state many times happen times ite happen good like popular,neither,0
warden map two bonuses probably one 10 change rotational actually mass state many times happen times ite happen good like popular,neither,0
warden map two bonuses probly one 10 change rotational actually mass state many times happened times ite happen good like popular,neither,0
someone said accepted go hi tech didnt reset men mirror,neither,0
someone said accepted go hi tech didnt reset something mirror,neither,0
someone said accepted go hi-tech didnt reset men mirror,neither,0
someone said accepted go hi tech didnt reset men mirror,neither,0
someone said accepted go hi tech didnt reset men mirror,neither,0
think things,neither,0
think things,neither,0
make weather,neither,0
make weather making,neither,0
weather making,neither,0
inside entire expansion always could best thing,neither,0
entire expansion always could best thing,neither,0
ceiling brock lesnars amazing plug whats happening tell working working,neither,0
ceiling brock lesnars amazing plug whats happening tell ever working working,neither,0
ceiling brock lesnars amazing plug whats happening tell working working,neither,0
ceiling brock lesnars amazing plug happening tell working working,neither,0
ceiling brock lesnars amazing plug happening tell ever working working,neither,0
thanks guess like see like think know like girls,neither,0
thanks guess like see like think know like girls change language,neither,0
thanks guess like see like think know like girls likely,neither,0
thanks guess like see like think know like girls likely change language,neither,0
thank tuning numbers really wrong like list offensively like think main thing,neither,0
thank tuning numbers really wrong like list offensively like think meeting problem,neither,0
thank tuning numbers really wrong like list offensive like think main thing,neither,0
thank tuning numbers really wrong like list offensive like think meeting problem,neither,0
thank tuning numbers really wrong like list offensively like think main thing versus problem,neither,0
im ony man need need improvement lucky,neither,0
im ony man need need improvement lucky much,neither,0
im ony man need need improvement lucky,neither,0
talk classes outside know classes,neither,0
talk classes outside know class,neither,0
answer,neither,0
answer,neither,0
nobody even answer,neither,0
nobody even answer,neither,0
expensive nobody career nobody indian eggers thinking professions game,neither,0
expensive nobody career nobody indian eggers think professions game,neither,0
expensive nobody career nobody indian eggers thinking professions game one person,neither,0
expensive nobody career nobody indian eggers thinking professions game,neither,0
expensive nobody career nobody indian eggers think money professions game,neither,0
thats actually man know want trying increase average,neither,0
thats actually man know want trying increase average plate time matrix,neither,0
thats actually know want trying increase average,neither,0
thats actually know want trying increase average plate time matrix,neither,0
man know want trying increase average,neither,0
anita thanks,neither,0
one using anita thanks,neither,0
anita thanks,neither,0
confused yes know three completes also done week zeros dk want 16 youtube,neither,0
dont know want sky confused yes know three completes also done week zeros dk want 16 youtube,neither,0
confused yes know three completes also done week zeros work dk want 16 youtube,neither,0
dont know want skype confused yes know three completes also done week zeros dk want 16 youtube,neither,0
dont know want sky confused yes know three completes also done week zeros work dk want 16 youtube,neither,0
dont know dont know dont know,neither,0
dont know dont know,neither,0
saying heavens hours slim,neither,0
saying heavens hours slim know things,neither,0
saying heavens hours slim also thing,neither,0
saying heavens hours slim also thing know things,neither,0
saying heavens hours slim also thing,neither,0
music everything,neither,0
music everything people win,neither,0
music everything people win orkestras,neither,0
music everything people win orkestra,neither,0
music everything people win orcated,neither,0
thats different wait get excs,neither,0
thats different wait,neither,0
thats different wait get excs,neither,0
thats difference wait get excs,neither,0
thats different get excs,neither,0
running race,neither,0
running voice,neither,0
hello love bad anything,neither,0
yellow love bad anything,neither,0
hello love bad things anything,neither,0
love bad anything,neither,0
yellow love bad things anything,neither,0
frocks birthday look back give gone hate try keep turn voice use time think,neither,0
frocks birthday look back give gone hate try keep turn last second time think,neither,0
frocks birthday look back give gone hate try keep turn voice use time think played,neither,0
frocks birthday look back give gone hate try keep turn last second time think played,neither,0
many bills preservation works make devastation,neither,0
many bills preservation works make devastation running back,neither,0
many bills preservation works make devastation,neither,0
strong enough institution many bills preservation works make devastation,neither,0
many bills preservation works make devastation,neither,0
really come today,neither,0
really come,neither,0
really come today jesus,neither,0
really come jesus,neither,0
really come today,neither,0
preservation,neither,0
preservation,neither,0
preservation thats,neither,0
preservation,neither,0
,neither,0
dont fun playing also better outside everybody going would,neither,0
dont fun playing career im also better outside everybody going would,neither,0
dont fun playing also better everybody going would,neither,0
dont fun playing career im also better everybody going would,neither,0
dont fun playing also better outside everybody going would,neither,0
321 going series,neither,0
dirty 321 going series,neither,0
321,neither,0
dirty 321,neither,0
321 going,neither,0
something could,neither,0
something miss,neither,0
oh yeah yes yes,neither,0
oh yeah yes,neither,0
oh yes yes,neither,0
want home,neither,0
want home,neither,0
repair want home,neither,0
repair want home,neither,0
red spot want home,neither,0
give neck 16,neither,0
give neck 16,neither,0
neck 16,neither,0
neck 16,neither,0
give neck,neither,0
proxy damage using actually high quality image absorb actually real saw absolved normal ring saw president person feeling,neither,0
proxy damage using actually high quality image absorb actually real saw absolved normal ring saw president person feelings,neither,0
proxy damage using actually high quality image absorb actually real saw absolved normal ring saw president person feeling someone,neither,0
proxy damage using actually high quality image absorb actually real saw absolved normal ring saw president person feelings,neither,0
proxy damage using actually high quality image absorb actually real saw absolved normal ring saw president person feelings know,neither,0
offline characters probe biggies 16 dps house,neither,0
probe biggies 16 dps house,neither,0
offline characters probe biggies 16 dps house,neither,0
probe biggies 16 dps house,neither,0
offline characters probe biggies 16 w dps house,neither,0
jis bhi thode din 30 minutes 2 ins easy spider-man house,neither,0
jis bhi thode din thodi minutes 2 ins easy spider-man house,neither,0
jis bhi thode din 30 minutes 2 ins easy spider-man easiest house,neither,0
jis bhi thode din thodi minutes 2 ins easy spider-man easiest house,neither,0
jis bhi thode din 30 minutes 2 ins easy spider-man easiest probability house,neither,0
bro like leaving calls like give talk best score feel like,neither,0
bro like leaving calls like give talk best score feel like,neither,0
bro like leaving calls like give talk best score feel like,neither,0
bro like leaving calls like give talk best score feel like,neither,0
bro like leaving calls like give talk best score feel like,neither,0
tonight,neither,0
im tonight,neither,0
tonight think people,neither,0
tonight think people,neither,0
im tonight think people,neither,0
ok,neither,0
ok working,neither,0
okay,neither,0
okay working,neither,0
ok,neither,0
oh sorry general,neither,0
oh yeah password,neither,0
oh sorry password,neither,0
wrong dead,neither,0
wrong dad,neither,0
wrong dead,neither,0
wrong dead way,neither,0
wrong dead working,neither,0
also co-fo founder dc shoes thats football view hide details screen process look pretty seconds,neither,0
also co-fo founder dc shoes thats footballking right hide details screen process look pretty seconds,neither,0
also co-fo founder dc shoes thats football view hide details screen process look pretty,neither,0
also co-fo founder dc shoes thats football view hide details screen process look pretty time seconds,neither,0
also co-fo founder dc shoes thats footballking right hide details screen process look pretty,neither,0
feeling dont popping,neither,0
dont copy,neither,0
im feeling dont popping,neither,0
feeling dont popping 35k,neither,0
feeling dont popping sorry,neither,0
august lighting holi beautiful think okay want speak perfect management,neither,0
lighting holi beautiful think okay want speak perfect management,neither,0
august lighting holi beautiful think okay want speak perfect management play fast,neither,0
august lighting holi beautiful think okay want speak perfect management,neither,0
lighting holi beautiful think okay want speak perfect management play fast,neither,0
phases whats first time complete 20% please,neither,0
faces whats first time complete 20% please,neither,0
phases whats first time complete 20% get please,neither,0
faces whats first time complete 20% get please,neither,0
phases whats first time complete 20% please,neither,0
damage fine good really good leave ever boss like class completely regarded every mechanic much mean never seen anything like actually dont anything everyone,neither,0
damage fine good really good leave ever boss like class completely regarded every mechanic much mean never say anything like actually dont anything everyone,neither,0
damage fine good really good ever boss like class completely regarded every mechanic much mean never seen anything like actually dont anything everyone,neither,0
