sentence,label,class
is a lighting come on come on you must down,neither,0
is a lighting come on come on to you,neither,0
is a lighting come on come on you must top 10,neither,0
is a lighting come on come to you,neither,0
push pushing,neither,0
i just died animation,neither,0
bye what do you feel about the word,neither,0
what do you feel about the word,neither,0
bye what do you feel about the words,neither,0
hi what do you feel about the word,neither,0
what do you feel about the words,neither,0
where is bsp,neither,0
where is beautiful bsp,neither,0
i would speak english bsp,neither,0
i was bsp,neither,0
im sending i am sending i want,neither,0
im sending i am sending,neither,0
i am sending i am sending i want,neither,0
hello im sending i am sending i want,neither,0
i am sending i am sending,neither,0
thats one,neither,0
we can drag,neither,0
how can i have to hear,neither,0
what can i have to hear,neither,0
can i have to hear,neither,0
how can i have to hear it,neither,0
how can i have to hear it up,neither,0
i am okay thats why i was you,neither,0
i am okay thats okay i was you,neither,0
i am okay thats why,neither,0
i am okay thats why was you,neither,0
i am okay thats why i thought you,neither,0
how far,neither,0
kahan per ho,neither,0
kahan per hai,neither,0
kahan per,neither,0
i know you want operations,neither,0
i know operations,neither,0
and he died,neither,0
belly dance and he died,neither,0
belly and he died,neither,0
have you been practicing,neither,0
have you been practicing i know,neither,0
have you be practicing,neither,0
have you been practicing i know you can try,neither,0
kam power bank,neither,0
not sleeping,neither,0
i will try not sleeping,neither,0
i will try okay,neither,0
im really sorry not sleeping,neither,0
welcome to the powers,neither,0
welcome to the power,neither,0
welcome to the power chats,neither,0
welcome to the power chat,neither,0
welcome to the power i want to spend,neither,0
what bees the camel riders spider-man monks in archers,neither,0
monks in archers,neither,0
what bees the camel riders spider-man monks in archers on,neither,0
and i will baby,neither,0
and i will,neither,0
bye oil,neither,0
clear oil,neither,0
clear bye oil,neither,0
oh my god i am making so many people dance,neither,0
oh my god i told you,neither,0
oh my god i told you man i told you,neither,0
oh my god i am making so many people dance i told you man i told you,neither,0
first show,neither,0
first show where,neither,0
o ho,neither,0
period i think,neither,0
period i think hahaha,neither,0
ka itihaas pretty,neither,0
ka itihaas period i think,neither,0
max the army baby,neither,0
max the early baby,neither,0
back the army baby,neither,0
no not,neither,0
is open assamese,neither,0
is open,neither,0
right a time august,neither,0
ke bina sushma dhan ke bad i have oh my unisor in things,neither,0
ke bina sushmitane ke bad i have oh my unisor in things,neither,0
alright just thinking that,neither,0
alright just thinking,neither,0
where is where is right,neither,0
where is where,neither,0
well baby,neither,0
well baby now,neither,0
well was baby,neither,0
well was baby now,neither,0
wells baby,neither,0
i am 7 of your bags and wake up from here,neither,0
i am 7 of your bags and wake up,neither,0
and wake up from here,neither,0
im 7 of your bags and wake up from here,neither,0
i am 7 of your bags from here,neither,0
is warrens of in big time,neither,0
is warms of in big time,neither,0
is warren big time,neither,0
is warrens of big time,neither,0
is warrens of,neither,0
who is say,neither,0
leave a leave,neither,0
leave away,neither,0
leave leave,neither,0
leave a,neither,0
im coming,neither,0
i coming,neither,0
weakling im coming,neither,0
penis massage,neither,0
penis operation,neither,0
venus massage,neither,0
venice massage,neither,0
leela oa,neither,0
what are my best,neither,0
what are my best i am coming,neither,0
rajpal kai,neither,0
kai video,neither,0
he has somebody,neither,0
he has someone,neither,0
i am selling services he has somebody,neither,0
i am selling services he has someone,neither,0
oh i see what happened,neither,0
oh i see oh my god,neither,0
oh i see,neither,0
se you are fine,neither,0
se you are fine in the source,neither,0
you are fine in the source,neither,0
se you fine the heart in the source,neither,0
my cash,neither,0
han theek baby,neither,0
han theek nahin bhaiya,neither,0
spanish read what you can make powder,neither,0
spanish read what do you want to make powder,neither,0
what you can make powder,neither,0
what do you want to make powder,neither,0
read what you can make powder,neither,0
how do you,neither,0
how do,neither,0
man gaurav,neither,0
gaurav man i try,neither,0
amar nindu anchor mintu,neither,0
amar nindu anchor,neither,0
amar nind singh mintu,neither,0
amar nindu anchor mintuffer female,neither,0
amar nind mintu,neither,0
sweet unching,neither,0
sweethear unching,neither,0
who dude,neither,0
who do you like her,neither,0
grow crocked,neither,0
garam nice,neither,0
garam nice special,neither,0
garam nai,neither,0
garam special,neither,0
four husband,neither,0
four husband wow,neither,0
for husband,neither,0
for husband wow,neither,0
film film,neither,0
yeah promo film film,neither,0
yeah from film film,neither,0
film prem film,neither,0
yeah promo film,neither,0
prem rog praman,neither,0
song samsung,neither,0
what is typing with almost dealers with apple wage making funds that was friend literally what happens,neither,0
what is typing with almost dealers with apple wage making funds that was friend literally,neither,0
chatting with almost dealers with apple wage making funds that was friend literally what happens,neither,0
what is typing with almost dealers with apple wage making funds that was friend what happens,neither,0
almost dealers with apple wage making funds that was friend literally what happens,neither,0
ekta song,neither,0
panjim song,neither,0
panjim song please,neither,0
m song,neither,0
panji please,neither,0
samsung samsung,neither,0
no i didnt clicked but not saying you want to bed i will get the help this time,neither,0
no i didnt clicked but not saying you want to bed the help this time,neither,0
no i didnt clicked but not saying you want to bed i will get ok this time,neither,0
no i didnt clicked but not saying you want to bed i will get okay this time,neither,0
no i didnt clicked but not saying you want to bed ok this time,neither,0
i just why some people holding me i dont know,neither,0
i just why some people boring loose i dont know,neither,0
i just why are some people holding me i dont know,neither,0
i just why some people boring i dont know,neither,0
i just why some people holding me i dont know i dont miss you,neither,0
okay bye next,neither,0
prem rog,neither,0
bye trump,neither,0
my head thinking trump,neither,0
my head trump,neither,0
my head thinking bye trump,neither,0
azad yes,neither,0
azad azad yes,neither,0
sonia sonia,neither,0
i am in trouble,neither,0
sonia i am in trouble,neither,0
samsung samsung samsung,neither,0
samsung samsung samsung samsung,neither,0
killed by samsung samsung,neither,0
robot rani,neither,0
trintra jila mein,neither,0
trintra jilani,neither,0
jila mein,neither,0
ac creamupressure,neither,0
panchi baat yah song song prembhushan film film mp3,neither,0
panchi baat yah song prembhushan film film mp3,neither,0
panchi baat prembhushan film film mp3,neither,0
panchi baat song prembhushan film film mp3,neither,0
panchi baat yah song song prembhushan mp3,neither,0
priyakant ji new song,neither,0
new song,neither,0
panji new song,neither,0
priya kanchi new song,neither,0
priya kanji new song,neither,0
dont say,neither,0
dont say something,neither,0
dont think about i said i have the best,neither,0
dont say bye,neither,0
dont say something bye,neither,0
film bye,neither,0
film bath,neither,0
film premi bye,neither,0
film premi,neither,0
samsung j5,neither,0
samsung j bye,neither,0
samsung samsung j5,neither,0
samsung samsung j bye,neither,0
when release,neither,0
when when release,neither,0
remind me release,neither,0
is that in happen again to you release,neither,0
see the other thing that we need understand,neither,0
better see the other thing that we need understand,neither,0
see the other thing that understand,neither,0
better see the other thing that understand,neither,0
army man and just trying it pubg,neither,0
just trying it pubg,neither,0
pubg only,neither,0
army man and just trying it somebody over pubg,neither,0
nice nice nice,neither,0
happy sunday,neither,0
episode for again,neither,0
nice hello,neither,0
i just feel like that,neither,0
and i call me,neither,0
we have to use i am free,neither,0
we have a hills i am free,neither,0
we have i am free,neither,0
is the owner of i dont know,neither,0
i dont know you,neither,0
welcome back,neither,0
hello welcome back,neither,0
hello come back,neither,0
hello how many welcome back,neither,0
no dude i hate you,neither,0
no dude maybe,neither,0
thats a me from,neither,0
thats a me from numer,neither,0
thats a me from your,neither,0
pani office,neither,0
want something office,neither,0
importance of,neither,0
when we are going,neither,0
when we are,neither,0
when we call,neither,0
bye reliance,neither,0
what a message,neither,0
what a message can i know,neither,0
water water,neither,0
understand i dont know,neither,0
i kisses i dont know,neither,0
understanding i dont know,neither,0
understand i kisses i dont know,neither,0
prime exam,neither,0
i want you do we are making a community youtube video,neither,0
we are making a community youtube video,neither,0
i want you do we are making a community youtube video and people will be boring,neither,0
we are making a community youtube video and people will be boring,neither,0
we are making a community video and people will be boring,neither,0
i want i have,neither,0
i want i have no,neither,0
i have no,neither,0
i want i have not,neither,0
hi what are you,neither,0
hi what are,neither,0
hi what you,neither,0
hi what,neither,0
hi are you,neither,0
yellow bro,neither,0
bro bro,neither,0
bro i will,neither,0
mk 14 year,neither,0
you like that,neither,0
you would like that,neither,0
baby my bonus,neither,0
baby my,neither,0
what do you want to do,neither,0
do you want to do,neither,0
what do you want to do nothing with you,neither,0
what do you want to do have done,neither,0
is one shots you hi and then i am lower and up there all love,neither,0
is one shots you high and then i am lower and up there all love,neither,0
is one shots to high and then i am lower and up there all love,neither,0
is one shots you hi and then i am lower and up there all love you,neither,0
is one shots you high and then i am lower and up there all love you,neither,0
aunty 11 minutes,neither,0
aunty 117,neither,0
aunty 11,neither,0
aunty kyare minutes,neither,0
welcome welcome gg,neither,0
welcome welcome,neither,0
this is video game gg,neither,0
anything can happen man the ball games,neither,0
anything kid happen man the ball games,neither,0
anything can happen man the ball,neither,0
man the ball games,neither,0
anything can happen man believe the ball games,neither,0
air compressor,neither,0
air compresser,neither,0
air compressor with you,neither,0
air compress,neither,0
sanam ji 3 very bad,neither,0
sanam ji free this time very bad,neither,0
sanam ji free very bad,neither,0
is not everyone,neither,0
he is not everyone,neither,0
is not,neither,0
he is not,neither,0
anjali i dont know,neither,0
anjali anjali,neither,0
anjali anjali i dont know,neither,0
i guess boy,neither,0
i was boy,neither,0
is it i dont know,neither,0
is number,neither,0
my shirts because,neither,0
my shirt because,neither,0
my shirts because one mariner liquid,neither,0
my shirts because one marino liquid,neither,0
meri ichcha,neither,0
what is the remo what do you have any more of my face,neither,0
what is the remo what do you have any more of my face i have to say,neither,0
what is the remo what do you have any order my face,neither,0
what is the remo what you have any more of my face,neither,0
what is the remo what do you have any more am i face,neither,0
i am writing,neither,0
i am reading,neither,0
i am writing this guys,neither,0
more than at least,neither,0
pakhi more than at least,neither,0
pakhi more,neither,0
ice ice,neither,0
ice ice ice,neither,0
ice mark,neither,0
i am your dad,neither,0
i am your,neither,0
okay i like i have an original thats it why,neither,0
okay i like i have an original why,neither,0
okay i like i have an original tender thats it why,neither,0
how is one history system,neither,0
how is one history,neither,0
i do not now,neither,0
i do not know,neither,0
do not now,neither,0
do not know,neither,0
i do not now inki man,neither,0
i want to format,neither,0
i want a format,neither,0
hamidiya i want to format,neither,0
hamidia i want to format,neither,0
i genuine i am driving,neither,0
i genueen i am driving,neither,0
i genueen no other i am driving,neither,0
i genuine my boss i am driving,neither,0
i genueen no other one i am driving,neither,0
that i dont think that nobody that is not,neither,0
that i dont think that nobody that,neither,0
that i dont think thats nobody that is not,neither,0
that i dont think thats nobody that,neither,0
that i dont think that nobody that is not no,neither,0
vaise bataiye,neither,0
the kapil oh my god,neither,0
the kapil crashes oh my god,neither,0
couple scratches oh my god,neither,0
any doesnt die i pump 10 minutes oh my god,neither,0
when this i kill me somehow i want to see this,neither,0
when this type killed me somehow i want to see this,neither,0
when this i told me somehow i want to see this,neither,0
when this i kill me somehow i want to see this chat,neither,0
lets go and see when this i kill me somehow i want to see this,neither,0
lap lap,neither,0
laugh laugh,neither,0
laugh laugh laugh,neither,0
beautiful lets roll many oh my god,neither,0
beautiful many oh my god,neither,0
beautiful lets roll maddy oh my god,neither,0
beautiful thats wrong many oh my god,neither,0
beautiful maddy oh my god,neither,0
i am 40 afreener,neither,0
i am 40 afreener free now,neither,0
i am 40 afreen to have i freedom,neither,0
i am 40 afreen i freedom,neither,0
i am 40 afreener free,neither,0
in my defence papa,neither,0
in my defence,neither,0
being a period bajaj,neither,0
being a period,neither,0
no change bajaj,neither,0
no change,neither,0
justice of,neither,0
where is tag median,neither,0
where is tag the million,neither,0
where is tag,neither,0
i need people,neither,0
i need yes people,neither,0
i need you people,neither,0
i need yes,neither,0
dad sister,neither,0
dad sister dad,neither,0
this is this dad sister,neither,0
dad sister nice,neither,0
you are babyup,neither,0
you are baby backup,neither,0
you are baby,neither,0
you are baby back,neither,0
you are baby fatup,neither,0
i am very,neither,0
i am very hero,neither,0
i am very heroes,neither,0
you first me,neither,0
first me,neither,0
i know the fact,neither,0
i know its a fact,neither,0
the fact,neither,0
mega baby,neither,0
mega arow baby,neither,0
amritsar my,neither,0
your home,neither,0
washing okay,neither,0
i that is responsive,neither,0
i that is responsive we are back,neither,0
i that is resp,neither,0
i that is responsi,neither,0
i had man,neither,0
i had man all that,neither,0
all that,neither,0
it is a team coming i had man,neither,0
be me a mountain,neither,0
be me a mountain game i hate it,neither,0
beam me amount game i hate it,neither,0
beam me amount game my headed,neither,0
i know you there,neither,0
i know you,neither,0
getting mad,neither,0
imo paper 2 getting mad,neither,0
imo paper 2 getting,neither,0
you dont have any great,neither,0
you dont have any credit,neither,0
you know have any great,neither,0
you dont have any great man,neither,0
you have any great,neither,0
im trying,neither,0
i am trying,neither,0
how to,neither,0
zn it is airtel,neither,0
zn it is,neither,0
it is airtel,neither,0
it is,neither,0
i got this,neither,0
your big day,neither,0
big dick,neither,0
what we do here damage,neither,0
would we do here damage,neither,0
what we do here,neither,0
could you want to go,neither,0
could you want to play this one,neither,0
could you want to play this one bed,neither,0
could you want to play this one bed rates,neither,0
could you want to play,neither,0
need shoe meeting here,neither,0
need shoe,neither,0
nind shook neend hai meeting here,neither,0
nind shook neend hai,neither,0
need meeting here,neither,0
probably this map we will feeder,neither,0
map we will feeder,neither,0
probably this map feeder,neither,0
probably feeder,neither,0
ac dc,neither,0
head is the most welcome,neither,0
head is the most,neither,0
thats the most epic bay just put it on a here head is the most welcome,neither,0
head is the most welcome you,neither,0
thats the most epic bay just put it on a here head is the most,neither,0
i have no range,neither,0
so as your where i have no range,neither,0
so as you where i have no range,neither,0
as your where i have no range,neither,0
remember this compound,neither,0
remember this compound this people,neither,0
compound this people,neither,0
remember this compound is dangerous,neither,0
ifsc code,neither,0
open ifsc code,neither,0
five months,neither,0
superstar baby games,neither,0
superstar baby,neither,0
superstar games,neither,0
i keep heading,neither,0
final i keep heading,neither,0
are you i keep heading,neither,0
i keep heading and dead,neither,0
are you doing i keep heading,neither,0
kripa pani,neither,0
speaking my fever america,neither,0
speaking my favourite america,neither,0
scary america,neither,0
vinod atom,neither,0
vinod from summer atom,neither,0
nice game did you baby,neither,0
icegated you baby,neither,0
nice game did your baby,neither,0
icegate you baby,neither,0
nice game you baby,neither,0
now i did i get brb,neither,0
now i didnt i get brb,neither,0
now i did brb,neither,0
now i didnt brb,neither,0
now i did i get,neither,0
my finger,neither,0
in the world,neither,0
when i was in the world,neither,0
when i reach in the world,neither,0
the end,neither,0
in my room,neither,0
babu the end,neither,0
babu in my room,neither,0
no the end,neither,0
traditional sarees for different players like noodles,neither,0
s like noodles,neither,0
traditional sarees for different players noodles,neither,0
s noodles,neither,0
traditional sarees for different player noodles,neither,0
the same chat,neither,0
this is a due to same chat,neither,0
images unlock,neither,0
unlock your,neither,0
images unlock your,neither,0
check also,neither,0
rekha rekha,neither,0
yellow yellow,neither,0
i was cheating,neither,0
hamidiya i was cheating,neither,0
i was cheating another dead body,neither,0
who is the mohammad,neither,0
i am ordering if the compound that is need,neither,0
i am ordering if the compound that,neither,0
i am ordering if the compound that movement,neither,0
i am ordering if the compound that is need a movement,neither,0
i am ordering if the compound that need,neither,0
aadami biwi,neither,0
i had changed city,neither,0
i had changed city silly,neither,0
i had changed city silly down and stephen,neither,0
i had changed city silly down and stephen sisters,neither,0
i had changed city silly down and stephen sister so,neither,0
operation the person,neither,0
the person,neither,0
and then i prostate for down and i did not by the potato thats just hiding in the one building,neither,0
and then i prostate for down and i did not by the potato that just hiding in the one building,neither,0
in that i prostate for down and i did not by the potato thats just hiding in the one building,neither,0
and then i prostate for down and i did not by the potato thats just hiding in one building,neither,0
i will stop,neither,0
what is the form check,neither,0
what is the form jack,neither,0
what is the farm check,neither,0
what is the farmtrac,neither,0
what is the farmer check,neither,0
america for,neither,0
america forward,neither,0
about it,neither,0
about it is,neither,0
go back,neither,0
thats bad for me,neither,0
defloration com thats bad for me,neither,0
thats bad,neither,0
defloration thats bad for me,neither,0
canon one more,neither,0
karan one more,neither,0
one more you not,neither,0
various man i just said i will only imo,neither,0
various man i just said only imo,neither,0
you are a various man i just said i will only imo,neither,0
you are a various man i just said only imo,neither,0
various man i just said all,neither,0
loves negative,neither,0
loves negative then,neither,0
negative then,neither,0
nothing is it everybody,neither,0
what happens,neither,0
oh dude,neither,0
who do you,neither,0
my name all,neither,0
my name is so scared all,neither,0
my name is all,neither,0
that i feel,neither,0
so cool that i feel,neither,0
that i feel because,neither,0
so cool that i feel because,neither,0
great wait,neither,0
dont great,neither,0
loss is there,neither,0
i want to do these guys from,neither,0
i want to do guys from,neither,0
i want to do,neither,0
lekin pradesh,neither,0
is given,neither,0
vinayak nice,neither,0
ravinayak nice,neither,0
vinayak nice van,neither,0
ravinayak nice van,neither,0
raina nice,neither,0
is hard,neither,0
your man,neither,0
whatsapp we have,neither,0
died what happened,neither,0
died what happened do what happen,neither,0
died what happened do what happened,neither,0
oh my god died what happened,neither,0
oh my god died what happened do what happen,neither,0
originate thats why,neither,0
which thats why,neither,0
abrase to rohan,neither,0
tap it,neither,0
abrase the rohan,neither,0
amul call,neither,0
island 16,neither,0
i mean im just waiting,neither,0
i mean i am just waiting,neither,0
i mean i just waiting,neither,0
whenever he is not chat sir i found him,neither,0
whenever he is not chat sir i found him admin,neither,0
whenever he is not chat sir i found himistrative,neither,0
whenever he is not chat sir i found him administrative,neither,0
whenever he is not chat so i found him,neither,0
robert like,neither,0
robert like other,neither,0
robert like otherwise,neither,0
robert like nurse other,neither,0
robat like nurse other,neither,0
basically how to complete,neither,0
basically how to completely,neither,0
i had for boy,neither,0
abhi to aapko send,neither,0
abhi to aapko send back office guys,neither,0
abhi to aapko send back to this guys,neither,0
abhi to aapko send back to this,neither,0
abhi to aapko send back to these guys,neither,0
bike rats to get the bicycles of this phone points for items i think they should also have no like why not okay you want to introduce or more repair kids,neither,0
i know i come,neither,0
games i know i come,neither,0
the flashing beaches inside,neither,0
games the flashing beaches inside,neither,0
games games i know i come,neither,0
metro station,neither,0
amit i mean,neither,0
thats again,neither,0
there is a bad thats again,neither,0
there is a backpack thats again,neither,0
looking around like,neither,0
active looking around like,neither,0
looking around mike,neither,0
active like,neither,0
yeah he is looking around for me any is no idea,neither,0
yeah he is looking around for me and he is no idea,neither,0
looking around for me any is no idea,neither,0
looking around for me and he is no idea,neither,0
round for me any is no idea,neither,0
am i broiler wow,neither,0
am i broiler,neither,0
am i bro wow,neither,0
experiment on your mark,neither,0
experiment experiment on your mark,neither,0
his one hp and your mark,neither,0
experiment on,neither,0
experiment on your,neither,0
bus bus,neither,0
bus bus bus,neither,0
dong dung can i recommended gaming laptop,neither,0
dong dong can i recommended gaming laptop,neither,0
dong dunger recommended gaming laptop,neither,0
dong donger recommended gaming laptop,neither,0
dong dong hello can i recommended gaming laptop,neither,0
didnt do nothing,neither,0
if you want to didnt do nothing,neither,0
if you want didnt do nothing,neither,0
have a natural suppressor for if you want to didnt do nothing,neither,0
so man how are you games,neither,0
so mad how are you games,neither,0
so man how are you games for me,neither,0
how are you games,neither,0
so mad how are you games for me,neither,0
hunky boys,neither,0
hunky boys sleeping,neither,0
some monkey boys,neither,0
some monkey boys sleeping,neither,0
hanky boys,neither,0
and then,neither,0
is a big fan yeah,neither,0
is a big pain yeah,neither,0
can i do,neither,0
humne jo vidhayak,neither,0
because you,neither,0
because like that,neither,0
if i can,neither,0
if i can there,neither,0
if i cannot see you,neither,0
stop now,neither,0
top now,neither,0
just stop now,neither,0
finish me to be honest to do to sleep anything else you did you got it breakfast,neither,0
finish me to be honest to do to sleep anything else did you got it breakfast,neither,0
finish me to be honest to do to sleep anything else you did you got breakfast,neither,0
finish me to be honest to do to sleepy anything else you did you got it breakfast,neither,0
finish me to be honest to do to sleep anything else you did he got breakfast,neither,0
mini get it,neither,0
you get,neither,0
make the score,neither,0
make the score today all power,neither,0
make this call from here to there all power,neither,0
make this call from here just tell me a today all power,neither,0
make the score today all,neither,0
love me people,neither,0
plough me people,neither,0
love me people on the hell,neither,0
love me people yeah people,neither,0
love me people on the hill,neither,0
please know that dont do it please,neither,0
please no dad dont do it please,neither,0
please know that dont please,neither,0
please know that dont do please,neither,0
please no dad dont please,neither,0
i am fine im going,neither,0
i am fine i am going,neither,0
zong back you need a bill,neither,0
zong back you,neither,0
zong back you never,neither,0
zong back you need,neither,0
annoutical zong back you need a bill,neither,0
papa papa,neither,0
baba baba,neither,0
the driver,neither,0
please i hope now,neither,0
i was just saying please,neither,0
i hope now,neither,0
did you underground,neither,0
did you,neither,0
did you under,neither,0
if i just now,neither,0
if i just,neither,0
if i just now paradise,neither,0
why just walking walking,neither,0
why just walking,neither,0
between people,neither,0
a paper,neither,0
have you people,neither,0
can i oh my god,neither,0
is this oh my god,neither,0
is this can i oh my god,neither,0
what my,neither,0
where on the day,neither,0
rare on the day,neither,0
where on the,neither,0
bade bade news,neither,0
no other actress,neither,0
no other thats,neither,0
no other thats right,neither,0
no other actress will you draw me,neither,0
no other thats right i am,neither,0
holo my rape cages for something,neither,0
holo my rape cages for something off,neither,0
my rape cages for something,neither,0
ho my rape cages for something,neither,0
my rape cages for something off,neither,0
why this i can actually game,neither,0
why this i can actually,neither,0
why this i can actually end game,neither,0
why this i can actually endgame,neither,0
yesterday yesterday what,neither,0
excusey slam,neither,0
excuse slam,neither,0
exclusi slam,neither,0
exclusive slam,neither,0
excuse lamp,neither,0
aruna anytime,neither,0
aruna stone,neither,0
my family is 69 room like really,neither,0
my family 69 room like really,neither,0
my family room like really,neither,0
my family is just 69 room like really,neither,0
my family is came in like now room like really,neither,0
deepak film,neither,0
game backup option,neither,0
you came backup option,neither,0
you are you game backup option,neither,0
job i can show you that thing,neither,0
job i can show you that thing im a given,neither,0
job i can show you think,neither,0
job i can show you that thing im a band,neither,0
job i can show you think im a band,neither,0
next pretty,neither,0
how to install what are you,neither,0
how to start what are you,neither,0
what is here,neither,0
how to install what is here,neither,0
what one,neither,0
what one stop,neither,0
now status,neither,0
now status tomorrow,neither,0
now status tomorrow tomorrow,neither,0
now status on,neither,0
kill them to came now is red more,neither,0
kill them to now is red more,neither,0
kill them to came is over,neither,0
games in friday,neither,0
former games,neither,0
games and friday,neither,0
the coins,neither,0
tomorrow tomorrow,neither,0
vegetable doctor photos tomorrow tomorrow,neither,0
vegetable doctor tomorrow tomorrow,neither,0
vegetable photos tomorrow tomorrow,neither,0
okay we need,neither,0
where is on the edge,neither,0
on the edge,neither,0
my marker,neither,0
receive my marker,neither,0
my marker red,neither,0
receive my marker red,neither,0
my marker red is a team there,neither,0
action yeah,neither,0
i even should anything yeah,neither,0
i even yeah,neither,0
rose because like this still in the game,neither,0
because like this still in the game,neither,0
rishabh rose because like this still in the game,neither,0
second point,neither,0
second to face,neither,0
mr bean,neither,0
mr beested,neither,0
news in service,neither,0
news can i think to the contact details,neither,0
news ready,neither,0
news pregnant,neither,0
project this is the game,neither,0
project this is the game i for the fishers,neither,0
project this is the game i for the fisher,neither,0
project this is the game i for the fishers my heart happen,neither,0
congratulation congratulation,neither,0
i get to shark okay,neither,0
i get to you okay,neither,0
i get to sharp okay,neither,0
i got to shark okay,neither,0
short nice,neither,0
madhavi i am saying,neither,0
madhavi i am saying i want,neither,0
every third right now the team in seconds 1 the first team is 10 more points and reason,neither,0
every third right now the team in seconds 1 the first semester,neither,0
third right now the team in seconds 1 the first team is 10 more points and reason,neither,0
it every third right now the team in seconds 1 the first team is 10 more points and reason,neither,0
third right now the team in seconds 1 the first semester,neither,0
weather weather,neither,0
who is alive,neither,0
who is ali,neither,0
we need scheme,neither,0
apna scheme,neither,0
apna we need scheme,neither,0
lets go clutch up the game,neither,0
lets go clutch up the game starting boys,neither,0
lets go clutch up game,neither,0
restore live,neither,0
resto life,neither,0
resto life you like it,neither,0
resto life you,neither,0
all album,neither,0
open open,neither,0
no pain,neither,0
in the war flash,neither,0
in the office,neither,0
in the office now,neither,0
hey team,neither,0
everyone working,neither,0
everyone working indian,neither,0
everyone walking indian,neither,0
i miss you many thing,neither,0
i am is is source you look at the paper,neither,0
on the way,neither,0
this was again,neither,0
i am free nice nice,neither,0
i am here nice nice,neither,0
i am free nice,neither,0
morning tea food how are you today,neither,0
morning people how are you today,neither,0
morning tea food how are you,neither,0
morning people how are you,neither,0
hawa installs,neither,0
kill me,neither,0
kid me,neither,0
through the,neither,0
through the guy,neither,0
game clause to see you back,neither,0
game clarity see you back,neither,0
game over clause to see you back,neither,0
game clarity,neither,0
game the michael jordan clause to see you back,neither,0
where is this,neither,0
where is the new item where is this,neither,0
what is this guy where is this,neither,0
what is the sky where is this,neither,0
where is this guy where is this,neither,0
reason is it run very go bro result,neither,0
reason it is run very go bro result,neither,0
reason it is it run very go bro result,neither,0
is the hammer store the game 2 kills,neither,0
to kills,neither,0
is the hammer game 2 kills,neither,0
morning for party,neither,0
morning for particle,neither,0
reason everybody six months to the good love you turner,neither,0
reasonable six months to the good love you turner,neither,0
reason everybody six months to the good love you turna,neither,0
reason everybody 6 months to the good love you turner,neither,0
reasonable six months to the good love you turna,neither,0
laga rahi ho,neither,0
laga rahi hai,neither,0
laga rahi ho babes,neither,0
morning china,neither,0
swasthya avn mike experience,neither,0
mike experience,neither,0
motion mike experience,neither,0
motion mic experience,neither,0
jesus christ,neither,0
rain your hunting,neither,0
sniper anything,neither,0
sniper posted,neither,0
en sniper,neither,0
sniper new update,neither,0
bhaiya arvind babu,neither,0
bhaiya arvind,neither,0
bhaiya arvind bhar dunga,neither,0
i did christ,neither,0
i did shi christ,neither,0
this is one you are all there,neither,0
this is one you all there,neither,0
this is one you are there,neither,0
this is one you are all the,neither,0
diamond diamond,neither,0
diamond shah pog,neither,0
to bikes,neither,0
i am game,neither,0
i am pressure,neither,0
pawan gussa,neither,0
where are you stars brother,neither,0
where are we are stars brother,neither,0
where are you here stall brother,neither,0
where are you here stalls brother,neither,0
where are you stars,neither,0
mohammad diagram,neither,0
unlock your dad diagram,neither,0
this is my pakistani,neither,0
this bro,neither,0
chicken nice,neither,0
chicken bro how is running nice,neither,0
im at home okay,neither,0
im at home,neither,0
im at the home,neither,0
im at the homework,neither,0
i need a location,neither,0
i just see you i need a location,neither,0
command i need a location,neither,0
commander i need a location,neither,0
i need gg is there,neither,0
knowledge of michael,neither,0
knowledge of my dude,neither,0
knowledge of,neither,0
nobody here,neither,0
nobody here again,neither,0
nobody here game,neither,0
nobody here she is just try it,neither,0
type price,neither,0
are you type price,neither,0
type price in bulk,neither,0
are you price,neither,0
three for the girls,neither,0
propose day i dont know like is it like you are messages,neither,0
propose day i dont know like is a like you are messages,neither,0
propose i dont know like is it like you are messages,neither,0
suppose i dont know like is it like you are messages,neither,0
i dont know like is it like you are messages,neither,0
wrestler champion,neither,0
ratlo champion,neither,0
if you girl,neither,0
if you girls,neither,0
its my power smile again,neither,0
its my power the game,neither,0
sniper smile again,neither,0
its my power,neither,0
its my power inners smile again,neither,0
jiji yaar how was the guy near,neither,0
ji ji how was the guy near,neither,0
jiji how was the guy near,neither,0
ji ji yaar how was the guy near,neither,0
jiji yaar how was the guy in here,neither,0
ok together for 4 years now love you long time,neither,0
ok together now love you long time,neither,0
game come,neither,0
okay the sky come,neither,0
hi happy onam,neither,0
hi mumkin,neither,0
hi mom,neither,0
hi mumkin baby,neither,0
happy onam,neither,0
photo like bro,neither,0
photo align bro,neither,0
kamachakra accident,neither,0
track record,neither,0
track recorder,neither,0
track order,neither,0
sorry sorry,neither,0
sorry sorry sorry,neither,0
drishya sorry sorry,neither,0
sorry sorry sorry sorry,neither,0
good morning very,neither,0
good morning speak few is the best,neither,0
hi i am good morning,neither,0
few months baby,neither,0
few months baby warm,neither,0
few months baby warm up,neither,0
sound few months baby,neither,0
mara hua bari,neither,0
mara hua,neither,0
mara hua baria,neither,0
mara hua re,neither,0
its dog,neither,0
had your its,neither,0
had your its dog,neither,0
its a,neither,0
mohammed fakir,neither,0
did it,neither,0
agar did it,neither,0
any good did it,neither,0
america always,neither,0
american always,neither,0
royal police,neither,0
royal tiger some,neither,0
we can some,neither,0
i can make iron doors 3 gold shuffles anyone,neither,0
